Category_Url,Product_url,ratings,reviewCounts,documents
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/EastPoint-Sports-Stars-and-Stripes-Cornhole-Outdoor-Bean-Bag-Toss-Set/49801954,-1,-1,
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Franklin-Sports-Total-Outdoor-Fun-5-Combo-Game/35824581,3.6,110,"Franklin Sports Total Outdoor Fun 5 Combo Game Enjoy time outside with this Fun 5 Combo set from Franklin Sports. Try your hand at badminton, volleyball, horseshoes, flip toss and flying disc. The set is complete with an adjustable net and all the needed accessories. Bring it along to your next backyard party, BBQ or the beach.  Net was easy to put up, everything looks nice. I like the green color. The volleyball seems a little small. But thats okay, I have smaller children.  The birdies broke very easily tho.  But all and all a VERY good price for the whole set. Disappointed. While I didn't expect it to be the best quality I did expect it to last more than one time. It was missing a piece for the net. One racket is already broken, and the things to catch the ball was pretty bent out of shape. Would return but it's not worth the hassle. Wish I had spent $20-$30 more and gotten something better."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Skywalker-Trampolines-36-Inch-Square-Language-Learning-Mini-Bouncer/294940760,4.1,45,"Skywalker Trampolines 36-Inch Square Language Learning Mini Bouncer Keep the kids active with the Skywalker Trampolines 36-Inch Square Language Learning Mini Bouncer. This bouncy, kids trampoline will help your little ones develop gross motor skills while promoting imaginative play. With each jump, your kids will get acquainted with counting to ten in English, Spanish, French and Chinese. It features a sturdy frame and interlocking handlebars for added stability and safety with a simplified assembly process. This bouncer was designed with muted tones that the kids will love, but so will you! This 36-Inch bouncer includes 32 stretch bands are used in place of springs to protect the joints of young, growing kids. A padded handle stabilizes the bouncer as kids play, and a soft, padded cover protects your little ones as they climb on and off the trampoline. The Skywalker Trampolines 36-Inch Square Language Learning Mini Bouncer is a perfect starter trampoline for toddlers and kids! My grandson loves it. At first it was intimidating when I took it out of box, but actually assembly was easy. The ONLY issue I had is the sound part that goes over the hand rail. I could NOT get it to close completely together. The screws were just to small. I finally just wrapped it with electrical tape. The way the did that could have been done better. Thats the reason it does t have 5 full stars. WELLL.... MY 1  1/2 YEAR OLD TWINS DID LOVE AND SO ENJOYED JUMPING ON.... HOWEVER WE HAD A WHOLE ALMOST 6 MONTHS TO THE DAY BEFORE ONE OF THE SIDES OF THE BAR CAME OFF AT THE LOCATION WHERE ITS WELDED ONTO THE FRAME SO NOW WITH A DANGLING BAR THAT DOES NOTHING TO HELP THEM WITH STABILITY WHILE JUMPING ITS JUST KIND OF SITTING IN MY LIVING ROOM!!!!  I DO NOT FEEL WE GOT OUR MONEY WORTH!!! MY TWINS ARE 23 AND 27LBS, I EXPECTED TO LAST LONGER THAN THIS!!!!"
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Bounce-Pro-7-Foot-My-First-Trampoline-Hexagon-Ages-3-10-for-Kids-Blue-Green/46271762,4.5,693,"Bounce Pro 7-Foot My First Trampoline Hexagon (Ages 3-10) for Kids, Blue/Green Keep little ones entertained and active in the backyard with the Bounce Pro My First Trampoline in blue and green. Designed with fun, quality and safety in mind, it features a three-arch netted safety enclosure that keeps children contained as they play while providing parents with unrestricted visibility. This kid's trampoline also includes a padded spring cover and a UV-resistant jump mat sewn together to prevent any unwanted contact with the springs. Blow-molded plastic U-legs maintain balance and stability while foam padding on the frame poles provides an additional layer of safety. The galvanized steel frame stands up to the elements and resists rust. Kids can enter and exit easily through the zippered opening. The Bounce Pro 7' My First trampoline is easy to assemble, offering convenience and saving time. Have had this trampoline for several months now. First trampoline, instructions were good, easy enough to put together, and no issues. Like that they sell replacement parts on they're website if ever needed. As an extra, I bought a bunch of balls and turn it into a ball pit every once in a while while. I was excited for my daughter who's trying to learn to jump. I finally found someone to keep her while i put it together to only find there is a missing pole. Now i have to find someone to keep her again so i can package this heavy box up and return it."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Spikeball-3-Ball-Set-Includes-playing-net-3-balls-drawstring-bag-and-rule-book/50014242,-1,-1,
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/EastPoint-Sports-Stars-and-Stripes-Cornhole-Outdoor-Bean-Bag-Toss-Set/49801954,4.3,369,"EastPoint Sports Stars and Stripes Cornhole, Outdoor Bean Bag Toss Set Bean Bag Toss, Cornhole, Hillbilly Horseshoes or Tailgate Toss. No matter what it is called, everyone enjoys a little backyard rivalry to spice up a company picnic, family reunion or barbeque. EastPoint Sports Stars and Strips Cornhole Game Set has everything needed to play; bean bags and two boards with a convenient carry handle and built in storage. Add a little bonding through friendly competition to any event with the boldly colored, patriotic design of stars and stripes in striking red, white and blue. Slick sliding surface on each board allows each of the 8 included bags to glide smoothly into the holes for tons of high-scoring fun. Reinforced edges and corners make sure this set can handle a few bumps and bruises. When the fun is over, boards attach together and bean bags store neatly in-between for storage or transport. Simply grab Easy Lift attached handles and take the party on the road. Store indoors; the product is not waterproof. I was so excited to receive the game for my family, but was disappointed when it arrived with two of the caps broken.  I called the company and asked if they could mail new caps and they did.  I received the caps in a timely manner, replaced them and the game board is as good as new.  Very grateful they were willing to do this for me so I didn't have to return the game. I bought these for our camping trips. We got caught in the rain once and they are pretty much ruined.  They are for outside use so they should be sealed.  I'm very disappointed. For the price I expect more than trash. I'm hoping they dry out even so they are not gonna look the same and very well might fall apart once a bag hits it."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Franklin-Sports-Total-Outdoor-Fun-5-Combo-Game/35824581,3.6,110,"Franklin Sports Total Outdoor Fun 5 Combo Game Enjoy time outside with this Fun 5 Combo set from Franklin Sports. Try your hand at badminton, volleyball, horseshoes, flip toss and flying disc. The set is complete with an adjustable net and all the needed accessories. Bring it along to your next backyard party, BBQ or the beach.  Net was easy to put up, everything looks nice. I like the green color. The volleyball seems a little small. But thats okay, I have smaller children.  The birdies broke very easily tho.  But all and all a VERY good price for the whole set. Disappointed. While I didn't expect it to be the best quality I did expect it to last more than one time. It was missing a piece for the net. One racket is already broken, and the things to catch the ball was pretty bent out of shape. Would return but it's not worth the hassle. Wish I had spent $20-$30 more and gotten something better."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Skywalker-Trampolines-36-Inch-Square-Language-Learning-Mini-Bouncer/294940760,4.1,45,"Skywalker Trampolines 36-Inch Square Language Learning Mini Bouncer Keep the kids active with the Skywalker Trampolines 36-Inch Square Language Learning Mini Bouncer. This bouncy, kids trampoline will help your little ones develop gross motor skills while promoting imaginative play. With each jump, your kids will get acquainted with counting to ten in English, Spanish, French and Chinese. It features a sturdy frame and interlocking handlebars for added stability and safety with a simplified assembly process. This bouncer was designed with muted tones that the kids will love, but so will you! This 36-Inch bouncer includes 32 stretch bands are used in place of springs to protect the joints of young, growing kids. A padded handle stabilizes the bouncer as kids play, and a soft, padded cover protects your little ones as they climb on and off the trampoline. The Skywalker Trampolines 36-Inch Square Language Learning Mini Bouncer is a perfect starter trampoline for toddlers and kids! My grandson loves it. At first it was intimidating when I took it out of box, but actually assembly was easy. The ONLY issue I had is the sound part that goes over the hand rail. I could NOT get it to close completely together. The screws were just to small. I finally just wrapped it with electrical tape. The way the did that could have been done better. Thats the reason it does t have 5 full stars. WELLL.... MY 1  1/2 YEAR OLD TWINS DID LOVE AND SO ENJOYED JUMPING ON.... HOWEVER WE HAD A WHOLE ALMOST 6 MONTHS TO THE DAY BEFORE ONE OF THE SIDES OF THE BAR CAME OFF AT THE LOCATION WHERE ITS WELDED ONTO THE FRAME SO NOW WITH A DANGLING BAR THAT DOES NOTHING TO HELP THEM WITH STABILITY WHILE JUMPING ITS JUST KIND OF SITTING IN MY LIVING ROOM!!!!  I DO NOT FEEL WE GOT OUR MONEY WORTH!!! MY TWINS ARE 23 AND 27LBS, I EXPECTED TO LAST LONGER THAN THIS!!!!"
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/RampShot-Game-Set-Cornhole-Steroids-Great-Families-Yard-Beach-Tailgate-Camping-Includes-2-Ramps-4-Balls-Stickers-Nets-Instructions/46803570,4.2,5,"RampShot Game Set- ""Cornhole on Steroids,"" Great for Families, Yard, Beach, Tailgate, Camping - Includes 2 Ramps, 4 Balls, 2 Stickers, 2 Nets, and Instructions Most outdoor games involve one or two players at a time, RampShot involves 3 out of 4 players on every turn. This highly interactive game keeps all players engaged in a fun, competitive spirit. RampShot helps develop motor skills, hand-eye coordination, teamwork and good old fashion fun for 4 players. RampShot can be played in just about any social gathering. Bring it with you to backyard hangouts, beach parties, tailgating events, or camping retreats.RampShot is a four player outdoor game that utilizes two high quality plastic ramps and four racquetball style balls. Teammates stand on opposite sides of the playing area and work together to score points by tossing and/or catching the balls. Three points for a shot directly in the net. One point if your teammate catches the ball on a fly after bouncing off of the ramp. If the shooter's toss comes up short and hits the front of the ramp, the ball will bounce back in the shooter's direction. The opposing team member can now come in and catch the ball to gain an extra shot for their team. The first team to 15 wins!   <div class=""review-text""><p>We LOVE this game!  My family purchased rampshot for a camping trip and we instantly fell in love.  We now bring it with us every time we go to the beach. Great for the entire family, highly recommend.</p></div> <div class=""review-text""><p>I just played RampShot for the first time and it was so much fun! The instructions were very simple and clear, which made learning the game very easy. The game itself was so much fun, something my friends and I played for hours. I can see this game being a staple for my family at the beach or family gatherings. I'd recommend everybody to get this game! I am writing this review as a Walmart employee.</p></div>"
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Zume-Games-Portable-Badminton-Set-with-Freestanding-Base-Sets-Up-on-Any-Surface-in-Seconds-No-Tools-or-Stakes-Required/30098723,4.3,75,"Zume Games Portable Badminton Set with Freestanding Base Sets Up on Any Surface in Seconds. No Tools or Stakes Required Ultra portable and nearly instant, the Zume Games Badminton Set is up in seconds. Its freestanding base design sets up on any surface and doesn't require tools or stakes. Plus, the carrying case makes it easy to take with you anywhere. This set also includes 2 red rackets, 2 green rackets, and 2 shuttlecocks. Pro:  Very innovative!  Great for setting up anywhere.  Moves with ease and our family had a great time using it.
Pro:  Extremely fast delivery.  
Pro:  'Designed' to be a self-contained storage unit.
Pro:  Everyone agreed that the rackets were exceptional!   
Pro:  The net is well made and the shuttle cocks arrived perfectly formed!
Con:  The orange arms do not align themselves with the holes within the bore inside the box (see pics) and we were lucky to get one to click into place.  Once strenuously forced to fit the distorted position of the holes - the orange arms cannot be removed ever again.  . . .and boy we tried!  The rest of the arms deployed easily.
Con:  As the orange arms are fully extended so that the net can be set in place; the inner most (largest diameter telescoping) arm starts to split where the subsequent arm locks into place.  CAUTION:  Use two people to hold the extended arms suspended while placing the net in place.  We found that a small hose clamp restored the structural strength of the damaged arm (see pics).
Conclusion:  The wonderfully innovated deployment and storage of these orange net arms should be its greatest hallmark, unfortunately; it is the only shortcoming of the system as its because the quality of these arms could NOT be made any cheaper. 
    I recommend this item overall, with the caveat of buyer beware. not big enough always falling while wind"
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Croquet-Set-Fun-Vintage-Lawn-Recreation-Game-by-Hey-Play/21955621,4.2,57,"Croquet Set Fun Vintage Lawn Recreation Game by Hey! Play! Get out and enjoy the beautiful weather with this Complete Croquet Set with Carrying Case by Trademark Games. This is a complete kit that has enough equipment for six people to play. This croquet game set comes with a carrying case that makes it easier for you to transport it from place to place. It provides you with a fun way to enjoy the outdoors while spending quality time with your family and friends. The wooden croquet set comes with six 3"" croquet balls, two solid wooden stakes and coated weather-protected wire rickets. It also has six 26"" solid wood mallets with 1-8/9"" diameter cushion-capped heads. This fun game will make a suitable addition to your next barbecue, picnic, party or reunion. It will help pass the time while you enjoy laughs and the summer weather. When you are done playing with it you can easily store the set in your garage or in a closet.All of the parts are designed for durability. You will be able to enjoy fun times for years to come. This Complete Croquet Set with Carrying Case by Trademark Games is a must for someone that wants to entertain guests in the backyard.  I was very pleased with the set I purchased. Be aware, at first glance the picture looks like there is a stand. There is not. I also remember as a kid how cool the wooden balls were. However I am now 70 so that was a long time ago. I realize the cost of using wooden balls and having a great stand is why some of the sets cost so much more than what I paid. I would prefer to have been able to afford a more expensive set that had a stand, and wooden balls. However, I was very pleased with the set I purchased. It will give us many hours of pleasure. I suspect it will not last as many years as the ones with wooden balls would, but the quality is great for the price. bought this as a gift.  Received two yellow balls and no purple ball.  Kind of hard to play 6 people when two of you have the same color ball.  I also wish that the mallets would fit inside the bag without having to be taken apart each time."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Skywalker-Trampolines-8-Trampoline-with-Safety-Enclosure-Blue/20510727,4.7,283,"Skywalker Trampolines 8' Trampoline, with Safety Enclosure, Blue The Skywalker 8' Trampoline with Safety Enclosure is designed to give both large and small yards a fun and safe jumping arena. It features a patented no-gap enclosure system that interlocks the jump mat and the enclosure net at each of the 56 springs, eliminating potentially dangerous gaps. The durable round trampoline framework is made of weather- and rust-resistant galvanized steel, providing extra protection for years to come. It includes T-socket reinforcements to strengthen and increase the frame stability. This blue trampoline offers year-round outdoor excitement that even smaller jumpers will enjoy. The enclosure net features a dual zipper and latch clip closure to help keep little ones safely contained inside. The incorporation of the extra-thick spring pad and UV-protected jump mat makes the Skywalker 8' Trampoline with Safety Enclosure a fun pad for the whole family. We set this up in our basement with average ceilings. Our 5 year old is well away from the ceiling when bouncing.. it does take up most of the room we have it in. Assemble took some man muscle with the springs.
Trampoline is built like its full-sized, just scaled down to 8 ft. Sturdy construction.
ALERT: Positioning of the trampoline on the frame is specific because of the enclosure. We had to tear down and redo the trampoline because the enclosure attaches at specific points on the support arms. We blamed it on the instructions but it was late and common sense was low. The padding came with a rip!  Kid hasn't even jumped on it. Pretty annoying that I'm going to have to sew it before rain gets inside. Or duct tape it. Imagine duct tape on a brand me trampoline! Also, the instructions say you're allowed to take a snack break - I took two."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Skywalker-Trampolines-10-Trampoline-with-Enclosure-and-Wind-Stakes-Blue/45911335,4.5,227,"Skywalker Trampolines 10' Trampoline, with Enclosure and Wind Stakes, Blue Get jumping with a Skywalker Trampolines 10-Foot Trampoline with Enclosure and Windstakes. It features a stylish yet stable design that will help keep little ones secure while they bounce. This round trampoline has a patented no-gap enclosure system in which the jump mat and enclosure net interlocks at each spring, eliminating dangerous gaps. It is just the right size for smaller children as it measures only 31 inches off the ground. The blue trampoline features four, 12.5 inches long wind stakes that are made of weather-resistant galvanized steel and will help to stabilize the unit even during strong winds and storms. The heavy-duty, UV-resistant jump mat combined with the durable, galvanized steel framework provides an unforgettable experience that will stand the test of time. Skywalker Trampolines 10-Foot Trampoline with Enclosure and Windstakes is a fun way to stay active and makes a nice addition to a backyard or outdoor play area. I bought this Trampoline for myself and I am 6ft and 168 pounds. I use it for bouncing, which keeps my body limber. I recommend this trampoline, since its inexpensive and not too big. I lay on it and still have a lot of head room, as well as foot space. I cover the trampoline with a 12' tarp when I am not using it, since it is sitting out in the hot sun all day! Buying through Walmart is the way to go, since you know if the trampoline is not for you, you can return it! I believe the company supports their product and believes in their quality! Enough said. The net was much smaller then the trampoline. Two of the holes were bent had to take them to a machine shop to try and fix them so I could finish assembling it."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Little-Tikes-Easy-Store-3-Foot-Trampoline-with-Hand-Rail-Blue-Red/56188155,-1,-1,
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Airzone-38-Inch-Fitness-Trampoline-Blue/45160624,3.5,95,"Airzone 38-Inch Fitness Trampoline, Blue This Airzone 38"" Fitness Trampoline uses a band suspension system, as opposed to the metal springs that are commonly used with other brands. It provides for a more controlled and much quieter rebound, allowing for quiet use. Ideal for use indoors or outdoors when warm weather comes, it's a fantastic way for all to exercise while having fun. This fitness trampoline does not have any sharp spring ends, making it safer and more reliable. When using it indoors, be sure it is positioned in a room with a high ceiling to maximize head clearance. The unit is easy to set up and fold down quickly. This blue trampoline features compact dimensions, so you can store it away when not in use. It's small enough to slide under beds or fit in a closet, allowing for easier organization in small spaces. Love it. Its perfect, I'm old and I like that it is not hard in middle. Gives me a nice bounce when I jog on it. The size is great. It takes 3 people to put  together.  It is very very easy,  but you need the strength to do it. Definitely not a one person job. Item was in a damaged condition. You could even see the tools through the plastic were in a damaged condition. The box it came in was dirty and with wholes and markings. People these days have become too comfortable with just throwing anything together in any condition and expecting you to pay for it. I would even want it if it was given to me for free."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Stamina-36-Inch-Trampoline-Circuit-Trainer-with-monitor/28132541,4.1,167,"Stamina 36-Inch Trampoline Circuit Trainer with monitor Get your heart rate up and muscles working hard with the Stamina Circuit Trainer Trampoline. Rebound in standard position or incline your trampoline for weighted ball rebound throws. This fun, effective cardio workout makes losing weight a totally new experience. Measure your calories burned, time and total number of jumps with the included monitor. Includes monitor for tracking calories burned, time and jump count Standard flat position for muscle toning Incline position for additional exercises Steel frame Adjustable legs Includes monitor for tracking calories burned, time and jump count Use in flat or inclined position Includes monitor for tracking calories burned, time and jump count Standard flat position for muscle toning Incline position for additional exercises Steel frame Adjustable legs Includes monitor for tracking calories burned, time and jump count Standard flat position for muscle toning Incline position for additional exercises Steel frame Adjustable legs I think the construction, assembly, quality and bouncy fun for our family is great. 

The cover that goes over the ""springs"" isn't as necessary since they aren't metal and not much space between them. However it does serve a function. Small feet could still fall/slip between them if the cover isn't there. The cover that comes with it is not the best. It doesn't stay on and easily slips off. We zip-tied it in several places. It still tried to come of where we didn't zip it. 

It's entirely possible we installed the cover incorrectly. There were not specific instructions on how to install this part. I was so excited for this little trampoline.  It is awesome but it seems like I received some incorrect parts, which render it to wobble when you bounce-which is pretty scary.

The leg pieces have two different types but not enough of either for all of the legs to have the same cover.  Which leaves them at different elevations."
https://www.walmart.com/cp/recreation/1224931,https://www.walmart.com/ip/Airzone-48-Inch-Fitness-Trampoline-Blue/44104458,3.8,129,"Airzone 48-Inch Fitness Trampoline, Blue This Airzone 48"" Fitness Trampoline uses a band suspension system, as opposed to the metal springs that are commonly used with other brands. It provides for a more controlled and much quieter rebound, allowing for quiet use. Ideal for use indoors or outdoors when warm weather comes, it's a fantastic way for all to exercise while having fun. This fitness trampoline does not have any sharp spring ends, making it safer and more reliable. When using it indoors, be sure it is positioned in a room with a high ceiling to maximize head clearance. The unit is easy to set up and fold down quickly. This blue trampoline features compact dimensions, so you can store it away when not in use. It's small enough to slide under beds or fit in a closet, allowing for easier organization in small spaces.The Airzone 48"" Trampoline cover has a thick, sewn-in layer of padding on the inside lining for added safety.   I got this trampoline for my kids to use while in our condo outside during quarantine because they were getting a little restless. They absolutely love the trampoline itsI got this trampoline for my kids to use while in our condo outside during quarantine because they were getting a little restless. They absolutely love the trampoline itself. Ever, the box it came in was falling apart with a big hole in it. And this trampoline does not have quails it is more rubber band like straps. My husband and I really struggled to put this together. The pictures are not super clear on the instruction manual. So overall yes great trampoline however if I was buying a trampoline again I would get a trampoline with quails Not great for outside, legs dig into the ground and then you lose the caps. Then it digs into the ground way easier as the cap at least covered the sharp edges of the metal pipe.

It's also now rotted so outside I got about 6 months of use and spent $30 on new ""feet"" to keep it from digging into the ground.

I paid $30 for the item and now it's over twice the price..."
